Price;Close;High;Low;Open;Volume
Ticker;MAT;MAT;MAT;MAT;MAT
Date;;;;;
1985-01-01;1.6919078826904297;1.7260880605740583;1.350108133180222;1.4184683695753568;11456177
1985-02-01;1.7773573398590088;1.9140768138463986;1.6577272927886855;1.691907340343659;14254394
1985-03-01;1.879897952079773;1.9482577148297706;1.6919079778136021;1.7773580095244539;13167116
1985-04-01;1.7773573398590088;1.948256980773456;1.7260875072707165;1.89698702881308;6307249
1985-05-01;1.9140771627426147;2.0337074703632076;1.640637687437204;1.7944475713546562;21416014
1985-06-01;2.2900564670562744;2.3413265376210406;1.8969870004084757;1.9140767851858997;30544556
1985-07-01;2.119156837463379;2.324236677738542;2.0678869967666915;2.2729665982976486;11485110
1985-08-01;2.067887544631958;2.153337460928307;1.9824378670798783;2.11915739891206;7190551
1985-09-01;1.8457173109054565;2.0678869319532898;1.6748177676915685;2.0507971447528397;10996584
1985-10-01;2.033707857131958;2.221697233725816;1.7773580018504838;1.8286279729067785;9996459
1985-11-01;1.606457233428955;2.084976792858505;1.5722775462753091;2.033706963697846;22909425
1985-12-01;1.6748183965682983;1.7260883742814828;1.5380983764183775;1.589368354131562;12356323
1986-01-01;1.5722780227661133;1.760267493117525;1.503917792137202;1.6748179509070873;21936035
1986-02-01;1.4697380065917969;1.6064574935792373;1.4697380065917969;1.5893677069209264;16656373
1986-03-01;1.8969870805740356;1.931167248433729;1.4868276924436354;1.503917477943264;30926514
1986-04-01;1.7260873317718506;1.9995266100611124;1.6406372215725042;1.8457168891905764;12381959
1986-05-01;2.0166165828704834;2.1191564860018497;1.657727280026951;1.7260874939827222;13408813
1986-06-01;1.8969870805740356;2.0507969406520012;1.7089971720084642;2.0166166534202206;13205565
1986-07-01;1.5380977392196655;1.9995269893623087;1.5210079526820852;1.8969871957879751;19479492
1986-08-01;1.4355581998825073;1.5722781989743542;1.2988382007906607;1.5210083485300687;9785160
1986-09-01;1.623548150062561;1.7089977008638035;1.2475683359552314;1.41846839253471;16267457
1986-10-01;1.5039180517196655;1.6235482670677328;1.3842884332322625;1.6064579975594577;5580323
1986-11-01;1.401377558708191;1.6406372787434327;1.3330178262828127;1.4868275525131227;9094115
1986-12-01;1.1279383897781372;1.4697380790816017;1.0595786429128062;1.418468119717477;16673584
1987-01-01;1.657727837562561;1.7602676558085668;1.0937585387792212;1.1279385975666796;27993529
1987-02-01;1.606457233428955;1.811536908187818;1.5380975010054352;1.6406372786988288;30202149
1987-03-01;1.5039180517196655;1.6235482670677328;1.4184684947602817;1.5893682055397136;12415283
1987-04-01;1.401377558708191;1.503917336404372;1.2817478777486842;1.469737768621873;9937866
1987-05-01;1.5380977392196655;1.6406375327939993;1.3501078192364844;1.418468039735657;10439574
1987-06-01;1.401377558708191;1.7089970111688106;1.3842877748169413;1.555187284938501;9529176
1987-07-01;1.657727837562561;1.8457176834050897;1.4013781128893616;1.4013781128893616;24900878
1987-08-01;1.7431774139404297;1.845717205644176;1.6235477166387715;1.6577274084625022;10907961
1987-09-01;1.9482567310333252;2.1704260566848816;1.7431770688523398;1.7602668516949798;32037967
1987-10-01;1.1792083978652954;1.948257342614653;1.0595786866929287;1.948257342614653;26608521
1987-11-01;1.0253982543945312;1.2646579465633068;0.974128311831789;1.2646579465633068;11379640
1987-12-01;0.9399488568305969;1.1108490016720405;0.8715890853871654;1.0595790238742866;12248293
1988-01-01;0.9912182688713074;1.0253984355725447;0.8374085333784466;0.9912182688713075;11182616
1988-02-01;0.9399488568305969;0.9912187749422786;0.9057692098531694;0.9741289812966009;7710204
1988-03-01;0.957038938999176;0.9912185792278929;0.8886787035647777;0.957038938999176;9546752
1988-04-01;0.9741283655166626;1.0083084086902172;0.8544986918974956;0.9570385229879882;11192505
1988-05-01;1.1450281143188477;1.1621184977408285;0.9228586209494515;0.9570387312468924;10744260
1988-06-01;1.1792083978652954;1.1962981860726247;1.0595786866929287;1.145028224590106;7518677
1988-07-01;1.1450281143188477;1.1962980708638433;1.0595785846508368;1.1621184977408285;5750977
1988-08-01;1.1279383897781372;1.2475680960075928;1.110848602276931;1.1450281772793434;6892823
1988-09-01;1.2817479372024536;1.3842878390270157;1.1279382038376924;1.1279382038376924;13465209
1988-10-01;1.2988380193710327;1.2988380193710327;1.1792084248347463;1.281748230772846;8109375
1988-11-01;1.247568130493164;1.469738119708448;1.2133884351738473;1.2988379719024006;16602906
1988-12-01;1.2988380193710327;1.3159284048297637;1.1792084248347463;1.2475681760880373;7196044
1989-01-01;1.4355581998825073;1.4697383787136575;1.2817484098053995;1.2988382007906607;11893798
1989-02-01;1.401377558708191;1.4868275525131227;1.3501076101740623;1.435557603978994;12628418
1989-03-01;1.623548150062561;1.657727851010934;1.3671985426818403;1.41846839253471;17609254
1989-04-01;1.7089970111846924;1.7944471243624942;1.503917336418348;1.6235474948672706;10081418
1989-05-01;1.9140771627426147;2.0166169659821436;1.640637687437204;1.6919076487430214;11455811
1989-06-01;1.8969870805740356;2.0507969406520012;1.5893675991622793;1.8969870805740359;18730225
1989-07-01;2.3242366313934326;2.3925967359515283;1.86280711934729;1.8969872909984384;14599732
1989-08-01;2.597676992416382;2.5976769924163823;2.2216970727495493;2.3584170652415106;15482666
1989-09-01;2.5805861949920654;2.6831261181108097;2.4951367763389056;2.580586194992065;13093505
1989-10-01;2.6660358905792236;2.8540256788633536;2.2216964561105996;2.5976762714230333;25357545
1989-11-01;2.375506639480591;2.7173062315263277;2.290056980213375;2.700216442919415;18377563
1989-12-01;2.7002148628234863;2.7685746934813844;2.2558756054310307;2.375505249396333;29729003
1990-01-01;2.358416795730591;2.768576248846529;2.2558768727655534;2.7002163797845746;13385743
1990-02-01;2.443866729736328;2.6831261558005783;2.324236777959987;2.358416832394432;16624144
1990-03-01;2.8711163997650146;2.973656339397837;2.4096870295336914;2.4267768205189526;17575932
1990-04-01;2.78566575050354;3.1103755129485973;2.5976764283511424;2.888205662920706;12812623
1990-05-01;3.3325445652008057;3.6059839674517726;2.8198453278640208;2.8540253725174654;19658937
1990-06-01;3.3325445652008057;3.6059839674517726;3.1787348417485997;3.34963434878338;14485838
1990-07-01;2.8404312133789062;3.3708735987988967;2.7719873584734662;3.336651432307812;29234254
1990-08-01;2.4297664165496826;2.9602088032515828;2.1217678735390444;2.8404312202433224;26716553
1990-09-01;2.4126555919647217;2.789098232152646;2.258656319204281;2.446877758817427;15698366
1990-10-01;2.3993842601776123;2.639322422831733;2.159445618680509;2.450799546543282;13570677
1990-11-01;2.6735992431640625;2.827845330325309;2.3136915468401718;2.399384083509168;13597412
1990-12-01;2.7592921257019043;3.016368810246777;2.63932255932749;2.690737848352164;13380615
1991-01-01;2.9693801403045654;3.00370785464662;2.5059509613287725;2.797739410583697;17326902
1991-02-01;3.34698748588562;3.4499715391531103;2.935050553479136;2.935050553479136;21555175
1991-03-01;3.5186288356781006;3.5701208795960175;3.1238560993425333;3.329824754572045;15815185
1991-04-01;3.4887781143188477;3.7981278316236082;3.2481725118740177;3.4372196680433778;17544432
1991-05-01;3.643453598022461;3.6606395096422584;3.3341038276473234;3.437220257714332;16161255
1991-06-01;3.505964517593384;3.7465701539815934;3.402847850582301;3.6778253091624578;18548583
1991-07-01;3.392185926437378;3.7537895914897224;3.1683356834506804;3.495501293673717;24404297
1991-08-01;3.5127196311950684;3.5815962084257853;3.1166775079961786;3.3749657550847276;14247437
1991-09-01;4.235926151275635;4.304802721556175;3.4094039402145926;3.5127192767346256;17590574
1991-10-01;4.606516361236572;4.692781210858756;4.0544243123003545;4.209700366764792;23214844
1991-11-01;4.960201740264893;5.055093205871449;4.382230700466957;4.641023897616406;21936038
1991-12-01;5.715014934539795;5.758146886252677;4.701408284810219;4.9602009591669844;14431054
1992-01-01;5.379608154296875;5.854915236305676;5.141955096198568;5.703681120856867;16674316
1992-02-01;5.876516819000244;6.114170232494832;5.401210474916904;5.401210474916904;19307811
1992-03-01;5.811704635620117;6.006148200765088;5.336398089387294;5.7900999023609065;11853810
1992-04-01;5.842657089233398;6.491841049032717;5.756098712001657;5.842657089233398;14775291
1992-05-01;5.950854778289795;5.994134457325377;5.150194742849132;5.8642973549383015;18341310
1992-06-01;6.556760311126709;6.68659692389204;5.875116522149066;5.994134183010454;13231348
1992-07-01;6.082746505737305;6.7007793502523345;5.594825660439094;6.505611109074209;19992575
1992-08-01;5.78999137878418;6.11527147744707;5.497238902223114;6.082743855345245;9546093
1992-09-01;6.342968940734863;6.538137618512956;5.692408135591571;5.724936248554587;14680663
1992-10-01;6.7147650718688965;7.008128702887456;5.769482638589341;6.291017874685122;22565819
1992-11-01;6.975534915924072;7.040726962669258;6.193231812134685;6.714767214660943;17421287
1992-12-01;6.616977691650391;6.975533384303063;6.258422484715225;6.975533384303063;17852733
1993-01-01;7.087016582489014;7.25031223184911;6.4991537047665835;6.760426257084766;13133396
1993-02-01;5.650017738342285;7.5442438476425435;5.3560865453969395;7.0216987476050905;55240624
1993-03-01;5.878632545471191;5.976609462567552;5.454064282526819;5.650018603377583;29711524
1993-04-01;6.186543941497803;6.481141388178715;5.597349535896248;5.9246795986436895;33037499
1993-05-01;6.317476272583008;6.710272537747447;6.186543859021354;6.219276962411768;15861718
1993-06-01;6.743008136749268;6.9066732265141075;6.055614174424407;6.317478610704416;17301755
1993-07-01;6.727004528045654;6.759819251067056;6.070711534547088;6.759819251067056;25183986
1993-08-01;7.186410903930664;7.186410903930663;6.366044643715052;6.694190952210669;30296874
1993-09-01;7.252038955688477;7.48174152270693;6.956706944100044;7.186409511118497;22887498
1993-10-01;7.630112648010254;7.9918854839464;7.268340302149717;7.268340302149717;18766992
1993-11-01;8.024772644042969;8.090549601555553;7.432781006580757;7.630111389042984;20863866
1993-12-01;7.268341541290283;8.057663826020063;7.071011092626762;8.024775336230194;20830662
1994-01-01;7.5012688636779785;7.542484586170975;6.825330228664558;7.221001361129397;14727499
1994-02-01;8.614094734191895;8.820174350175497;7.336406224927819;7.4600534049217195;23388750
1994-03-01;8.284369468688965;8.861390662810507;7.995859362958444;8.655311033199634;16659220
1994-04-01;8.30390739440918;8.510472058951096;7.6842129082944215;8.30390739440918;14088588
1994-05-01;8.717036247253418;8.717036247253418;8.056029356832207;8.303906940740161;11889530
1994-06-01;8.3865327835083;9.006227726886602;8.22128106126821;8.758349158548507;15628119
1994-07-01;9.150984764099121;9.39942754814666;8.44706255540723;8.48846968608182;12218593
1994-08-01;9.52364730834961;9.52364730834961;8.73691097311117;9.233797443291547;16938592
1994-09-01;8.985357284545898;9.275207232917836;8.77832061991339;9.192392961954425;10899374
1994-10-01;9.710366249084473;9.793360756304399;8.589939412242902;9.004912937715101;12404372
1994-11-01;8.880422592163086;9.75186505685458;8.755929822120148;9.627373276184366;11710622
1994-12-01;8.340956687927246;9.087908313683128;8.13347040004302;8.8804220257989;17093278
1995-01-01;8.578333854675293;8.83828336542303;8.193608697764086;8.318384343927557;19430936
1995-02-01;9.306195259094238;9.722115204123934;8.578336594828528;8.578336594828528;17166000
1995-03-01;10.190020561218262;10.293999765862427;9.098232466868334;9.306191867785309;13281750
1995-04-01;9.903640747070312;10.320635749269155;9.486645744871472;10.26851211964018;13930125
1995-05-01;10.424880981445312;10.424880981445312;9.643014907836914;9.955761536119098;13059625
1995-06-01;10.946125030517578;11.571618287081947;10.060009749417077;10.372756377699261;16717250
1995-07-01;11.806979179382324;12.068195528499361;10.605383375567179;11.023330132031214;13509625
1995-08-01;12.12043285369873;12.642865287108835;11.598000420288628;11.85921663699368;16882875
1995-09-01;12.2771635055542;12.799595995152249;11.963703812503189;12.015947260755173;9726625
1995-10-01;12.040130615234375;12.825356524923574;11.097859922993889;12.35422117880333;20946875
1995-11-01;11.72603702545166;12.458914152329992;11.411946542942056;12.144824668286507;8987500
1995-12-01;12.877705574035645;13.034750362141061;11.568995678269145;11.72604046637456;14468250
1996-01-01;13.584848403930664;14.004458227476542;12.221118228152676;12.955435169251373;19477375
1996-02-01;13.952004432678223;14.8961246196757;13.322590307729122;13.584846026386884;22108750
1996-03-01;14.227372169494629;15.07970322112334;13.506168971962644;14.161808242446268;12637575
1996-04-01;13.66825008392334;14.52251571416855;12.222569786585295;14.391090232592363;20611200
1996-05-01;14.325372695922852;14.719649008654674;13.142543757727388;13.602532789247846;11750800
1996-06-01;15.048211097717285;15.31106194658571;14.1282331266778;14.259658551112013;10175000
1996-07-01;13.038688659667969;15.343507362134527;11.392389586477568;15.211803436279295;24280300
1996-08-01;13.89476490020752;14.553284563724464;13.104541303987187;13.17039327033888;10100000
1996-09-01;13.697213172912598;14.684992969036102;13.499657213687897;13.828917145729065;10453800
1996-10-01;15.245214462280273;15.377207661087896;12.737343684935468;13.529302877781195;17748500
1996-11-01;16.301162719726562;16.63114577073317;15.047227125901442;15.245216956505407;15202600
1996-12-01;14.651248931884766;17.15912037067585;14.51925569826418;16.235167735331764;14425200
1997-01-01;14.87827205657959;15.605654246012369;14.018638559977212;14.679895095825195;20480100
1997-02-01;13.092878341674805;15.407276028334492;13.026752693484527;14.878270842812277;24203900
1997-03-01;12.696124076843262;13.952511355280876;12.365495845675468;13.026752308011055;26310500
1997-04-01;14.780619621276855;14.846900426753434;12.659633846026365;12.792195456979522;22327300
1997-05-01;15.841116905212402;16.17252102456831;14.449219603917589;14.714342899402316;14489700
1997-06-01;17.962106704711914;18.69119590674819;15.11203073311556;15.907400771700589;20470100
1997-07-01;18.46916961669922;19.266399959866092;17.339759963879484;18.136990307046354;16715900
1997-08-01;17.771587371826172;18.53559953921309;17.60549777022032;18.40272785792841;12828000
1997-09-01;17.605499267578125;18.86778034714033;17.107230420382518;17.871242652749114;17559300
1997-10-01;20.704105377197266;21.636122982601645;17.575189130482567;17.575189130482567;26717000
1997-11-01;21.336538314819336;22.501559907672185;19.87193974094718;20.83724334645383;19194400
1997-12-01;19.838655471801758;22.434989577171788;18.906638100643285;21.469685871329084;18130300
1998-01-01;21.606826782226562;22.14032867808401;18.73925409199279;19.872945620689865;23618900
1998-02-01;22.57380485534668;22.907243627212953;21.673520171307743;21.740207925681;21353300
1998-03-01;21.10667610168457;24.841190672598746;20.80658118080754;22.573806825972284;27985100
1998-04-01;20.486814498901367;22.59231093190428;19.95208524607523;21.288908378140572;32457600
1998-05-01;20.252872467041016;22.759416089199558;20.085769558897113;20.55365770170004;34285900
1998-06-01;22.625736236572266;23.7954567214763;19.0831541965772;20.152612925632315;29231600
1998-07-01;20.594844818115234;22.938973496599896;20.226481740067644;22.67107307620165;23071200
1998-08-01;17.346553802490234;21.833886253327474;17.145628468870655;20.728796918419796;18707900
1998-09-01;15.002424240112305;20.25997023497309;14.198722941534859;17.681428568703787;42756300
1998-10-01;19.329795837402344;20.101645323965286;14.396670858065288;14.765816264682346;24122200
1998-11-01;18.59149932861328;21.746013655128895;18.524382002517207;19.329789915670126;19601600
1998-12-01;12.618059158325195;18.893530069513524;11.409947111251507;18.557943389770834;82934800
1999-01-01;12.21293830871582;13.054049762484128;11.573693603851908;12.717605180976806;47716500
1999-02-01;14.197962760925293;15.341874452563825;12.549384146505059;12.549384146505059;61053000
1999-03-01;13.424139022827148;14.265250490422837;12.145649592081707;14.097028196903699;43162200
1999-04-01;13.975883483886719;16.372713743200624;12.929380131228534;13.0981709945605;63425100
1999-05-01;14.279705047607422;15.832580773824777;13.503267184498743;14.009639703917447;60580700
1999-06-01;14.110915184020996;14.448496886988005;11.545294241471723;14.2459478652078;52343000
1999-07-01;12.809643745422363;14.504041066245426;12.606316066923595;14.33460133416312;59444800
1999-08-01;11.589680671691895;13.046862744448477;11.555792716511508;12.843535013366163;45228600
1999-09-01;10.3019380569458;13.11463825012508;10.13249828627235;11.555792359929335;45995900
1999-10-01;7.314927101135254;10.37698960858722;6.362285432150197;10.342966691837754;171277300
1999-11-01;7.791247844696045;8.335614506334197;7.008720768591202;7.348949932115047;76528400
1999-12-01;7.14481258392334;8.437683432442801;6.53240007672991;7.757225091116768;69662800
2000-01-01;5.717315196990967;7.566027895419184;5.477667254602125;7.052496590300235;67076200
2000-02-01;5.2722554206848145;6.8470849619283305;5.101078296636606;5.785786792829439;96908700
2000-03-01;5.751549243927002;6.128138777755555;4.895663939771198;5.306488885765984;99418500
2000-04-01;6.8088812828063965;7.223635472622015;5.702870109964748;6.013935752326462;65559900
2000-05-01;7.500139236450195;7.880330626316335;5.702870847992084;6.705193603093724;77687700
2000-06-01;7.2927632331848145;8.364211859861257;6.9471346439343495;7.465577527810047;53374900
2000-07-01;6.157207012176514;7.7921715860312935;6.0876340515869485;7.33994734219912;33484400
2000-08-01;5.5049614906311035;6.505072977870562;5.4962648690029345;6.261567572281824;58621500
2000-09-01;6.400712966918945;7.096442637236222;5.426691428474758;5.531050879022349;59257100
2000-10-01;7.265383720397949;7.440876080794035;5.861444837229263;6.282626502179869;45858100
2000-11-01;7.0898895263671875;7.8620557124071775;6.984594137361734;7.3355787673799115;29152700
2000-12-01;8.109148979187012;8.154075506333482;6.907377900910581;7.160086737474125;41571500
2001-01-01;8.345011711120605;9.0076715059892;7.592500993342674;7.974371967968457;48140300
2001-02-01;9.524316787719727;9.827567970666415;8.35062483423621;8.648259599962465;64610600
2001-03-01;9.962349891662598;10.698013544762327;9.282844006452082;9.546784123074952;67617900
2001-04-01;9.06944465637207;10.108359608094764;8.423633006745638;9.883729608805613;49276500
2001-05-01;9.99604606628418;10.361071092932075;8.64264938122482;9.06944646498534;57201300
2001-06-01;10.625009536743164;10.653087886027306;9.546784428978432;9.996044444246918;33145100
2001-07-01;10.052201271057129;11.006880052855962;9.883729048913931;10.557619008606991;37061600
2001-08-01;10.102744102478027;10.321758226094989;9.698410088618937;10.108359986560561;33824700
2001-09-01;8.794272422790527;10.658702949249985;8.002451037410099;9.996043674422044;41702200
2001-10-01;10.681407928466797;10.83375790119543;8.379234508992406;8.700861511705893;52024400
2001-11-01;10.387994766235352;11.240024891419935;10.015584390490734;10.545987470826532;43237600
2001-12-01;9.730984687805176;10.80026110087709;9.600860241014061;10.15530086176601;37827000
2002-01-01;10.749341011047363;10.805916705871201;9.408501683816404;9.73098282058479;52652100
2002-02-01;10.721056938171387;10.777631570974526;9.391532564550552;10.721056938171387;40039800
2002-03-01;11.79033088684082;12.016632605773216;10.426861816294958;10.692766201154058;50710400
2002-04-01;11.677181243896484;12.220306530103603;11.179317387374178;11.654551608145953;51457600
2002-05-01;12.016634941101074;12.016634941101074;11.088797173615243;11.541400699439569;40614900
2002-06-01;11.926114082336426;12.650280793420524;11.31509879079706;11.903484445882624;43293200
2002-07-01;10.641851425170898;11.971375913142108;9.50468372673214;11.886512877546508;53079900
2002-08-01;10.992616653442383;11.909138884914073;9.776243969945565;10.494751792687143;30559500
2002-09-01;10.189248085021973;11.609293321030657;9.651780381994008;10.766318466971395;28490500
2002-10-01;10.38725757598877;10.845518622255465;8.514609112360466;10.325024208055577;73267900
2002-11-01;11.665863990783691;11.767698944331082;10.194901352969405;10.285422031072597;37492100
2002-12-01;10.861359596252441;12.109140268539944;10.589116894523059;11.893613984990266;31782400
2003-01-01;11.343457221984863;11.661073721297452;10.606132935274399;10.83300186335482;43165500
2003-02-01;12.092127799987793;12.506163817108245;11.258383906112782;11.910632618882753;50431400
2003-03-01;12.761390686035156;13.073335358975195;11.161963226472855;12.092126468080094;45246800
2003-04-01;12.330338478088379;13.158411458632635;11.814211235598396;12.812435650138484;54897800
2003-05-01;12.199891090393066;13.044978711914544;11.910632736965452;12.330340617881022;48031800
2003-06-01;10.730910301208496;12.438100699332159;10.549415163379436;12.250933703221397;75977800
2003-07-01;11.020167350769043;11.853910952634394;10.81031294499269;10.844344090878304;60227600
2003-08-01;10.957777976989746;11.485248837425578;10.532398390418429;11.037181820308266;41212700
2003-09-01;10.753595352172852;11.558980740246268;10.713893430798198;11.0995710929455;48862500
2003-10-01;10.980464935302734;11.751819150157258;10.566428000014524;10.776282396354913;84576800
2003-11-01;11.47957992553711;11.513609998292246;10.572103024960203;10.98046822520789;58238300
2003-12-01;10.929421424865723;11.627043792802754;10.640163132399941;11.541968078970791;52382500
2004-01-01;10.94914722442627;11.36024745983975;10.677011226603835;11.203913520835433;61459400
2004-02-01;11.00125503540039;11.458676169606502;10.781230420619785;10.902822709329484;68089900
2004-03-01;10.677010536193848;11.105480445314349;10.126947203139009;11.001257826050844;72584200
2004-04-01;9.820068359375;11.11705956191566;9.692685787866811;10.677009172550186;88922100
2004-05-01;10.121158599853516;10.312233065141587;9.76217074598183;9.959035480446015;48609700
2004-06-01;10.566999435424805;10.665431803108108;9.987985767730294;10.132739184653921;41273100
2004-07-01;10.144316673278809;10.578576793494024;9.582672877663546;10.57278652603215;50677000
2004-08-01;9.316327095031738;10.248539162588706;9.229474740659628;10.15010682561449;40434300
2004-09-01;10.497515678405762;10.74070142522964;9.31053828580157;9.31632855410461;56997600
2004-10-01;10.138526916503906;10.75807120918374;9.69847650666107;10.566996790839672;33617300
2004-11-01;10.972307205200195;11.030207676647866;9.95903349353614;10.086416076853999;31524200
2004-12-01;11.284974098205566;11.348665942904494;10.590158492138384;10.827553962258927;46393200
2005-01-01;11.535752296447754;12.03988450545532;10.711345611361535;11.529821182886645;36988500
2005-02-01;12.407605171203613;12.739739599700656;11.547612967624046;11.565406307652964;36572700
2005-03-01;12.662635803222656;12.834633543655954;11.980573691601684;12.496568044145631;38584400
2005-04-01;10.705412864685059;12.710083692756669;10.598656230603602;12.65077369743759;54609900
2005-05-01;10.782513618469238;11.227336780081046;10.42072375169362;10.675755878683397;32926300
